Nombre,Posicion,Edad,Altura,Origen,Equipo,Partidos_jugados,Titutlar,Minutos,Goles,Asistencias,G+A,G-PK,Goles_penalti,Penaltis_tirados,Amarillas,Rojas,Goles_esperadospor_ocasion,Conducciones,Pases,Altura_cm,GA_por_90
Fabien Centonze,Lateral derecho,28,"1,82m",fr FRA,Hellas Verona,10,7,676,0,1,1,0,0,0,2,0,0.0,16.0,14.0,182,0.13313609467455623
Martin Hongla,Pivote,26,"1,82m",cm CMR,Hellas Verona,15,12,1084,0,0,0,0,0,0,0,0,0.1,6.0,57.0,182,0.0
Reda Belahyane,Pivote,20,"1,73m",fr FRA,Hellas Verona,2,1,90,0,0,0,0,0,0,0,0,0.0,1.0,4.0,173,0.0
Charlys,Pivote,20,"1,88m",br BRA,Hellas Verona,2,0,25,0,0,0,0,0,0,0,0,0.0,0.0,1.0,188,0.0
Michael Folorunsho,Mediocentro,26,"1,90m",it ITA,Hellas Verona,34,33,2781,5,1,6,5,0,0,5,0,4.0,56.0,54.0,190,0.1941747572815534
Ondrej Duda,Mediocentro,29,"1,80m",sk SVK,Hellas Verona,32,29,2456,1,4,5,1,0,1,14,2,2.2,34.0,117.0,180,0.18322475570032573
Darko Lazović,Interior izquierdo,33,"1,81m",rs SRB,Hellas Verona,32,22,1928,3,2,5,2,1,1,0,1,2.8,43.0,66.0,181,0.23340248962655602
Riccardo Saponara,Mediocentro ofensivo,32,"1,83m",it ITA,Hellas Verona,12,3,342,0,0,0,0,0,0,0,0,0.1,12.0,14.0,183,0.0
Stefan Mitrović,Extremo izquierdo,21,"1,82m",rs SRB,Hellas Verona,10,4,391,0,0,0,0,0,0,0,0,0.4,13.0,15.0,182,0.0
Tijjani Noslin,Extremo derecho,24,"1,78m",nl NED,Hellas Verona,17,17,1339,5,4,9,5,0,0,2,0,3.6,29.0,26.0,178,0.6049290515309933
Elayis Tavsan,Extremo derecho,23,"1,83m",nl NED,Hellas Verona,3,0,50,0,0,0,0,0,0,0,0,0.1,2.0,2.0,183,0.0
Yayah Kallon,Extremo derecho,23,"1,75m",sl SLE,Hellas Verona,1,0,4,0,0,0,0,0,0,0,0,0.0,0.0,1.0,175,0.0
Federico Bonazzoli,Delantero centro,27,"1,85m",it ITA,Hellas Verona,24,10,1016,3,1,4,3,0,0,2,0,2.9,13.0,26.0,185,0.3543307086614173
Thomas Henry,Delantero centro,29,"1,91m",fr FRA,Hellas Verona,18,2,334,3,0,3,3,0,1,2,2,3.3,2.0,3.0,191,0.8083832335329341
